supplier_id,item_category,unit_cost,order_quantity,lead_time_days,historical_defect_rate,supplier_delay_score,esg_compliance,market_price_index,expected_cost,expected_delay,expected_defect_rate,procure_now,supply_risk_index
S4,RawMaterial,55.54,21,11,0.08456431203863204,0.8385371897975978,0,0.9323191178401501,3278.87,4,0.07144680142641753,0,0.6070630360615767
S1,Office,24.63,15,3,0.0651229519665661,0.18131747608210236,1,0.8423510470593649,936.71,7,0.14184140257174332,1,0.14975594266780268
S1,Office,96.38,8,14,0.09577446331172504,0.6056113074866436,0,0.9937948088027793,1124.7,0,0.04050991073277097,0,0.49209912348550366
S4,RawMaterial,86.64,34,5,0.033629654126975765,0.4389299435829642,0,1.140083207236621,1361.05,2,0.021807548242628955,0,0.30916114810215695
S2,RawMaterial,87.74,40,12,0.021267812800969944,0.46798646729239823,1,1.0920893346342264,2135.72,2,0.07280916896462823,1,0.3728865099300156
S2,RawMaterial,46.61,1,11,0.05619752393137492,0.4545434025275408,0,1.0882299536650677,3163.04,9,0.13955896044768124,0,0.36815672726736554
S1,RawMaterial,78.61,32,12,0.05378282791267486,0.8999501467236601,1,0.9464366946981235,2000.99,9,0.07301859366459408,0,0.6418192221222843
S4,Electronics,22.95,49,5,0.05910239881953218,0.08709425089545497,1,1.0833676322728205,2535.2,2,0.06072514543794884,1,0.10570155589741836
S1,RawMaterial,10.78,5,4,0.03475338626603488,0.7829014494560986,1,0.9862125925599674,712.8,5,0.09754086550706648,1,0.5087383141248981
S1,Electronics,11.8,30,8,0.0005896940036786758,0.8350126715752834,0,0.8601104363352677,3288.91,8,0.14053259982758268,0,0.5583273682891308
S3,Office,62.79,22,6,0.0035031652940616833,0.9428771471534901,1,0.9676198999912204,3456.64,5,0.00735861738060991,1,0.6096343807374554
S3,RawMaterial,50.99,20,6,0.0663826461422513,0.4525999549377113,0,0.8530954524126391,947.26,4,0.023009331821503682,0,0.334331909662445
S3,Electronics,56.62,16,1,0.05232580481554814,0.5000651918869167,0,0.8457931275626144,4033.03,0,0.01991314650663906,0,0.32287971371967156
S2,RawMaterial,10.67,7,6,0.08210112596512736,0.9612945211409166,1,0.8092237233830444,3413.57,1,0.012799947344874845,0,0.644264193331231
S4,Office,48.04,7,3,0.030040985878679694,0.458451060949163,0,0.9131417203877666,2703.78,0,0.045315912097259374,0,0.3055115037616731
S4,Office,74.63,2,13,0.08154722372311751,0.5035484729762578,1,0.9323499136967779,2987.87,5,0.0343963549680465,0,0.41945039375983284
S4,Office,49.84,47,6,0.042549141345154334,0.332254318189384,1,1.079777485175397,2763.71,2,0.08230368993140029,1,0.25497447617431956
S4,RawMaterial,75.9,14,10,0.009669838554633726,0.031627450684649894,1,1.0152019139539135,742.07,4,0.049093413258855495,1,0.09330599340575149
S3,RawMaterial,30.97,31,13,0.09779115625906942,0.43305455176149266,1,1.1433798848213248,3808.17,5,0.06078117921868143,1,0.38202722079175927
S2,Electronics,83.18,41,11,0.05119359291455199,0.6550913108473859,1,0.8705882506822626,2803.15,4,0.14127970357497188,0,0.48698429295422574
S2,Office,62.96,14,13,0.06294785139623464,0.6899459106135571,1,0.9063826583439256,1277.71,2,0.023348346190410933,0,0.5257090446441475
S3,RawMaterial,28.97,5,6,0.06707971864895679,0.006508646884609504,0,1.1764304444573663,3563.29,1,0.058268599019220324,0,0.0668862465825956
S2,Office,31.3,11,2,0.03624122522268807,0.8010527747728287,0,0.9776180991119258,3627.8,1,0.038562276077817266,0,0.5057897467162179
S3,Office,66.52,40,1,0.07475283198621373,0.49241561412854695,0,1.1156203772194622,1460.73,1,0.08237489735366282,0,0.3250180752158494
S4,Electronics,84.69,5,11,0.08702664653510173,0.5207453613861929,0,0.9968670594597957,4084.23,9,0.11045043398199665,0,0.41712663936367483
S3,Electronics,47.41,29,3,0.038718697641385885,0.9617436881703674,0,0.988434262810299,2554.27,3,0.12254818101267974,0,0.6100903936232076
S4,Electronics,33.25,11,5,0.06570008866315483,0.2844611586558179,1,0.859246515211857,1312.74,3,0.07729450417760483,1,0.2261010075067229
S4,Electronics,88.03,5,4,0.07571238239772095,0.7616519889681673,0,1.1404798443794344,3459.29,2,0.12823748872904137,0,0.5082763366716452
S1,Office,70.23,49,7,0.019012589768908128,0.5747762456722708,1,0.8313421122190539,3185.27,7,0.1177613261815976,1,0.40056952433403487
S3,Electronics,50.33,32,4,0.033259608439596744,0.7007984615580384,0,0.9241044378612167,1266.83,3,0.023550609215060768,0,0.4590283880381306
S1,Electronics,53.91,36,8,0.010879584638095486,0.4178174517811243,0,1.0693872286880717,4425.57,7,0.03681431385299928,0,0.31109720360296034
S3,Electronics,28.38,15,7,0.06022084642482034,0.2792075389642684,1,1.0029030203232119,4345.4,2,0.10075807925001314,1,0.23559077730600714
S3,Electronics,66.41,19,10,0.08009376958208562,0.5461259523689345,0,1.1525513307886144,4263.1,1,0.1462191029610912,0,0.4231322737245578
S1,Office,42.29,22,9,0.061083865658493365,0.37494114635264697,0,0.8157191811151664,2296.53,7,0.05641945509000002,0,0.30757556179485046
S1,Electronics,99.61,34,1,0.017978383097704397,0.22291117882966394,0,1.059763007799892,4210.8,5,0.034471176096711104,0,0.14628307936996682
S3,Office,53.22,17,5,0.05463684910261374,0.8392361481137625,1,0.9909861882508499,4301.58,1,0.13036941514433684,1,0.5556470293133273
S2,RawMaterial,53.73,12,13,0.08349341485264097,0.47583159500129124,0,0.8617247293870605,4984.43,6,0.029941793931432384,0,0.40340412431370987
S4,Office,60.93,25,4,0.030272479607821912,0.8473157411908994,1,1.0973007628450373,4809.22,9,0.10461124110747924,0,0.5460426171683148
S1,Office,92.51,17,6,0.08326515022526404,0.4740315823689203,0,0.9645227421624096,2222.81,6,0.005137360553379683,0,0.35225563734607424
S4,Electronics,82.07,10,1,0.0784623283769988,0.5567976977124081,1,1.0126327616946733,1391.92,3,0.002847077264685549,1,0.3647601742834016
S2,RawMaterial,50.6,28,6,0.002174080783667487,0.9952802413139549,0,1.1869064265452431,1816.08,7,0.06773500709162471,0,0.640677511880616
S2,RawMaterial,74.68,18,1,0.023945481408550198,0.9515042120351598,1,0.9944920324100754,2726.52,2,0.09848101913248548,1,0.585229028786518
S2,RawMaterial,62.76,18,14,0.054294240579772585,0.27168987066689065,1,1.129349146223457,4124.56,8,0.02136516809381526,1,0.27930219457406613
S1,RawMaterial,54.31,45,14,0.07176173700192594,0.8686553864492219,0,1.1078310093364978,3753.43,4,0.11458236795023068,0,0.6427217529701109
S2,Office,27.31,32,1,0.08805305256528292,0.39040348369719324,0,1.0651018366055196,4044.71,2,0.01931047236179573,0,0.2678008631307579
S1,RawMaterial,51.75,14,8,0.06410423182678943,0.07124873791039277,0,1.1587248573401334,2209.67,8,0.0800561711807512,1,0.11912336943712962
S2,Office,32.12,16,2,0.038034417124953916,0.5757810148254003,1,0.9006406587748724,1611.07,1,0.046244878841562066,1,0.37116464831844065
S4,Office,92.34,18,10,0.018462720673731538,0.9770518594542353,0,1.1283084925870652,608.58,1,0.11283799151748079,0,0.663198503303232
S4,Office,40.19,16,13,0.07600358554624315,0.9743136870052852,1,0.9511149953589371,3317.83,2,0.1206175130345826,0,0.7002464307241869
S3,RawMaterial,95.7,17,14,0.020678155932412012,0.12646537816246806,0,1.1249963560324885,4077.67,8,0.009913685934370664,1,0.18208267367720443
S4,Electronics,57.97,7,6,0.06954305214682498,0.7712366666178498,0,0.9975154738182044,4501.13,9,0.02889068539611974,0,0.5264620584719002
S3,Electronics,66.84,12,14,0.01812116173712074,0.8028330442502074,1,1.1430837011772943,2643.07,2,0.13389661643540932,1,0.5871361750712607
S4,RawMaterial,58.86,34,6,0.009105385030946446,0.36874478431666,0,1.1579374150771944,4674.41,4,0.06234192549013001,0,0.2668356289564228
S1,Electronics,21.64,10,6,0.02511002237065345,0.6585951811884713,0,1.039057550273646,1410.85,8,0.07151037980595681,0,0.44554725828142167
S4,Electronics,43.82,5,8,0.028492980552511427,0.4881594782772217,0,1.003050782732498,2814.7,9,0.025203576249384966,0,0.3585864382749436
S3,Office,18.92,21,4,0.064720913449491,0.22789309770992672,1,1.1133120573329336,1461.95,5,0.14923421947514892,1,0.1847235612322319
S3,Office,66.07,3,3,0.016088336774205892,0.7612642812249876,1,0.9067944812716694,1346.34,5,0.13845715242589887,0,0.48301364119582574
S2,RawMaterial,50.22,19,6,0.09303069129868882,0.2627527078124131,1,0.8061394724995659,4790.25,0,0.0003037006473365522,1,0.22841797493419735
S1,RawMaterial,80.02,45,4,0.055436168634227345,0.3404477530416592,1,0.9628378331019078,4179.83,1,0.08261020239868276,1,0.2494709309866923
S4,Electronics,29.84,44,2,0.04909317308164655,0.19001840491546107,0,1.0031096531587107,553.1,8,0.13084010754047318,1,0.1430247091594849
S2,Office,24.81,35,6,0.043469451430836775,0.7192713037887043,0,0.9189050877755026,1708.31,7,0.06458004093509402,0,0.4874607605596165
S4,RawMaterial,46.57,6,10,0.056660134695019106,0.45872405383057935,0,0.953344752695107,1423.11,1,0.06552213878650273,0,0.36366104413542477
S4,RawMaterial,93.39,14,5,0.0022446967161782296,0.4433732548389332,1,0.8532232931664379,1162.1,4,0.056902073508943385,1,0.30241164763249906
S2,RawMaterial,73.94,4,11,0.09900863745790825,0.6045628668900126,0,0.9109159613471176,3638.36,4,0.004324250273298518,0,0.4710117399428086
S2,RawMaterial,47.7,45,9,0.0557524376194266,0.15726344724733732,1,0.8960381391658294,3050.77,5,0.11854250037805542,1,0.17536951391994465
S2,RawMaterial,56.55,18,11,0.0035195002140177793,0.8981538896257594,0,0.9203947415307081,2542.71,3,0.06851778050866421,0,0.6185196124110897
S2,RawMaterial,17.58,29,6,0.058997760469959984,0.46510895623593096,1,0.919621644216261,1352.74,8,0.07965984576055886,1,0.3396218447396894
S2,Electronics,98.61,35,14,0.04370787582896788,0.36652685868202983,1,1.0235873484190454,1749.28,4,0.03835276752099576,1,0.33302847795790824
S4,Office,69.98,38,3,0.002403769666640887,0.12669060890519246,0,0.9002387760784291,2102.45,3,0.11761777381002292,1,0.09816406767167915
S2,Office,35.69,16,11,0.0924428752157473,0.16795420436741426,1,1.1763845053359554,4034.67,8,0.11906228200566721,1,0.2070768137566013
S1,RawMaterial,62.72,20,5,0.001056687207381335,0.9203603139138601,1,1.004509932145334,4951.35,1,0.08293812252776389,0,0.5882474802248161
S3,Office,19.85,24,10,0.05778716768778214,0.45661703339972226,0,0.851586402563907,1327.9,1,0.13569418887002457,0,0.3627349417747394
S2,Office,96.93,35,8,0.0961790747626224,0.7221839193592607,1,0.9118425082097136,2036.85,2,0.01738263460899628,0,0.5193069311872003
S2,Office,25.73,44,9,0.0237604496983026,0.08051635265853319,1,1.0919029984542616,1760.91,9,0.1179939996965399,1,0.11972366079032498
S4,RawMaterial,68.32,19,8,0.025417907424359665,0.6434645441264838,0,0.805463615352291,698.3,3,0.08378762134809968,0,0.45084695584605533
S2,RawMaterial,32.09,4,3,4.231285601523638e-05,0.9215191923374212,1,1.1751271944787804,1486.48,9,0.03465197505546739,1,0.5743527806878287
S2,Office,74.58,33,9,0.006635117198798091,0.2999634508814911,1,0.9780707686903225,4557.26,8,0.019845567397784234,1,0.2462543199742484
S2,Office,79.91,2,3,0.004488841157708812,0.5791405007134393,1,1.0084316091803986,4292.86,4,0.045151056048425744,1,0.3702595242039476
S4,RawMaterial,70.61,13,8,0.08226562836884255,0.9402191043158505,0,1.1953648943358113,1254.19,1,0.1284473877152178,0,0.6459540082430202
S2,Electronics,65.3,45,10,0.08367375699449191,0.7193225538047202,0,1.0013612343997327,2147.73,2,0.1181429024514204,0,0.5281242308097511
S3,Office,90.32,30,9,0.07267000841845227,0.0623255023840773,0,1.1790975977847888,1898.61,7,0.09676986387270602,1,0.12348201824169636
S4,Electronics,17.08,34,7,0.035274501251709216,0.37873714726043883,0,1.1660924463172617,1164.83,5,0.013549051167551613,1,0.28782463873177605
S3,Office,39.78,30,4,0.08212544498888423,0.0857727560872884,1,1.1765262114664852,3299.94,4,0.14322459596149556,1,0.10467271572046688
S4,Electronics,32.35,24,10,0.0539774520242882,0.8613175961991741,0,1.1249492229969456,3007.84,3,0.04581601985631107,0,0.6044123647553623
S2,Electronics,98.92,48,9,0.030431027647992326,0.6216627012036154,0,0.9185592338230925,2421.46,3,0.09104999750175877,0,0.4464126433022812
S3,Electronics,45.05,44,3,0.04372767691143904,0.9563817448338857,0,0.9385529935143926,4349.74,7,0.12046528062081512,0,0.6083759214023347
S4,RawMaterial,75.94,33,3,0.006576776983457567,0.019756329185807164,0,0.9459936272722563,3288.7,5,0.019928375168813704,1,0.035255402035092996
S1,Electronics,71.63,41,2,0.09449086867499137,0.42308736985390427,1,1.191672335844878,1666.73,4,0.09782951133838096,1,0.29648539680055425
S2,Electronics,29.09,49,10,0.061911641735184014,0.10436409954439474,1,0.9443022015888595,2181.67,4,0.004844399505631885,1,0.15262052367576348
S4,Electronics,31.51,10,3,0.07312341449305729,0.35048782261991274,0,0.8434757236873522,1175.71,5,0.015268396725651168,0,0.25365828934843626
S1,Office,35.32,18,1,0.06765833704198766,0.161886823356587,1,1.1113315578540606,3161.18,2,0.10847154516407129,1,0.12457245226940564
S4,Electronics,47.0,19,4,0.06677499845209807,0.3287937599934202,0,0.946425316632821,3139.83,6,0.02326232333591912,1,0.2458801841031101
S1,Office,31.09,7,8,0.001726098549724009,0.819262004722029,0,1.0483743646903374,4415.83,0,0.06652600849580674,0,0.5492178895409917
S2,Electronics,11.77,19,5,0.05253712797848467,0.16069932648270358,1,1.1697441649055869,4351.18,4,0.03724988261660537,1,0.14789501999745325
S3,Electronics,89.15,24,2,0.08217102286255341,0.47366475695218824,1,1.0302022307112177,4266.24,5,0.06318442630049131,1,0.32313587531579324
S1,RawMaterial,96.9,15,3,0.004451885141159995,0.9215831340605264,1,1.0550800713431552,2970.29,1,0.011583036043720634,0,0.5757140174072353
S4,Office,40.74,41,1,0.09561656838882707,0.9987792878543064,1,1.0571450257860544,3434.09,1,0.1132350816061484,1,0.635095400372089
S2,Electronics,40.47,42,2,0.04241596830059892,0.2506411181750833,1,1.044959674303406,3989.94,8,0.011856176609117164,1,0.17739517568094393
S1,Office,10.64,23,1,0.028989549205137122,0.9355681707661002,1,0.8639077509923817,912.58,1,0.1256871746040705,1,0.5771806243640584
S4,Office,71.22,4,2,0.05318213616419429,0.2613886808010255,0,0.9825661658995022,1852.69,2,0.09939132962543418,1,0.18707356361558788
S4,RawMaterial,84.29,38,3,0.08012141878430362,0.41352849898359334,1,0.8030656079908234,1260.9,0,0.06248783634964248,1,0.2935820964540185
S4,RawMaterial,23.19,4,1,0.04747550617686376,0.8779236122333274,0,1.0505059216301333,2801.6,8,0.12997298152057377,0,0.5481396763359127
S1,RawMaterial,24.37,5,11,0.06451056765863919,0.7861761049242482,0,1.0301433180104955,4269.51,0,0.027919691801449275,0,0.5696302618235691
S1,RawMaterial,81.11,41,9,0.04999143878668599,0.8574875572237353,0,0.9272548876963285,1538.2,3,0.03968463411222382,0,0.5937756802559612
S1,RawMaterial,65.47,44,10,0.06312722566411592,0.8002566793044507,0,1.0095582012680815,3789.07,6,0.020568549248880994,0,0.5705207467104766
S3,RawMaterial,14.04,23,5,0.013803091519663658,0.23506100501004135,0,0.9972231127632307,2326.21,1,0.05723530399350524,0,0.1808918161762096
S1,RawMaterial,66.03,40,8,0.0038663386178099945,0.5587951154306021,1,0.9003660863769005,4563.84,7,0.14800997771011312,1,0.39357982798656144
S1,RawMaterial,37.8,37,5,0.013690140569739273,0.38525071836192193,1,0.9173150192370372,3320.55,7,0.024154106670104196,1,0.27097175890236064
S1,Electronics,43.19,11,8,0.028583814466392878,0.4597109684483687,0,1.1050163986515003,4894.49,2,0.1246464728798698,0,0.3415445825517962
S3,Office,79.28,11,7,0.025335606244810682,0.15395630212363076,0,1.1022929276726916,1605.51,3,0.09778201075096081,1,0.14997446314762167
S1,RawMaterial,82.98,13,12,0.06151753496606469,0.3157675592251705,1,0.9879128600959369,4657.81,6,0.0023721195917789316,1,0.29363008173920746
S4,RawMaterial,46.03,14,4,0.045588942413424094,0.8576471214221869,0,1.0870035809663918,2106.75,4,0.14173352894065502,0,0.5568363841487679
S1,Office,95.24,8,7,0.003881198102684702,0.897558409886164,1,0.9803205120923745,3298.85,4,0.1456636897837477,1,0.5896994053625038
S4,Electronics,46.58,25,6,0.003486590631702558,0.6101530838991386,1,1.1405496139584528,1285.29,1,0.1387351052792315,1,0.4099949703861368
S4,Office,79.47,18,3,0.009058800212066577,0.4982672570007528,1,0.9331226728834453,3919.03,5,0.07526094865605507,1,0.32310656569264307
S4,Office,53.55,44,9,0.0353081157400866,0.7128396881493003,0,1.1709169999381603,4902.13,3,0.033056277371381844,0,0.5025819618973205
S3,RawMaterial,90.78,44,12,0.000618295096372945,0.6088532502222023,0,1.0169134602258683,4043.42,4,0.058689701620572216,0,0.4512117243765189
S3,Office,91.7,18,10,0.04939872654301404,0.9836750063478136,0,1.0142751444319003,3271.09,4,0.09212873196243467,0,0.6764531932001637
S3,Office,17.87,10,13,0.03606696643093027,0.19008879216420327,0,1.0683241537304173,2516.96,1,0.05682545713761746,1,0.21773050808494387
S1,RawMaterial,94.28,7,9,0.05554413024408264,0.4490447262464816,0,0.9363424043258738,2053.56,7,0.10622574763045242,0,0.35037578910682804
S4,RawMaterial,84.3,44,14,0.07208252280828008,0.9182405022855537,0,1.0897318283628536,2385.56,0,0.11933633216647777,0,0.6725690582138162
S3,RawMaterial,81.22,14,5,0.02509728154798544,0.9147370599085243,0,0.928170041053648,1977.3,1,0.031408934797208646,0,0.5920857061237959
S3,RawMaterial,28.08,15,8,0.01570836476289097,0.49534684656117356,0,0.9590155319835143,4247.19,6,0.060741286242420076,0,0.35906347450842857
S1,Office,82.46,16,7,0.027805355596338757,0.13480900200138146,1,1.0698813747172227,4519.0,6,0.143661656403909,1,0.13922700787973052
S3,Office,86.51,2,9,0.00017631819519055015,0.8149579674929025,0,0.9513796405205526,4773.46,1,0.037471020189395694,0,0.553313390240013
S1,Electronics,36.02,30,7,0.012001295552578074,0.5851651865033476,1,0.8799896490752244,2382.63,0,0.05196712328916434,1,0.404699500567782
S2,Electronics,95.7,30,4,0.07508303636863345,0.7731660158572567,1,1.1487605835102026,2957.99,9,0.0053490755777958416,0,0.5149959489963727
S3,Office,14.49,18,4,0.022280684240028516,0.4625236314105903,1,1.1688621523175544,3096.03,0,0.049854906165540204,1,0.3127698126897913
S2,Electronics,23.49,31,11,0.09942996338040387,0.20388392193682658,0,1.0506924199229795,3429.9,0,0.05563970971561539,1,0.23073077074764567
S1,Office,58.38,44,8,0.016783152136480916,0.02398940747952083,0,1.1244603084791414,511.05,5,0.01497533394402335,1,0.07657144727151391
S4,Electronics,61.82,48,6,0.07887717155654934,0.5591382688397522,0,1.194660941909901,4292.1,9,0.00021633749774358502,0,0.40200325562795897
S3,RawMaterial,68.06,13,9,0.07050444718255346,0.16104617888158956,1,1.0459099007279302,1706.63,6,0.08631082265530651,1,0.18206475576943407
S1,Electronics,11.53,20,14,0.032213214281630764,0.18713720859782146,0,1.1635170573000053,2624.74,1,0.04522899019930782,1,0.22194628944318212
S4,RawMaterial,96.43,49,10,0.033073914356596526,0.43630563095716435,0,0.943701899888139,4287.06,5,0.00267357558901381,0,0.343134124309849
S4,RawMaterial,14.01,35,14,0.05635515809671046,0.4420770734388978,1,1.0801889743548745,4985.85,3,0.12899164559507692,1,0.3821527914923518
S2,RawMaterial,22.88,23,7,0.08523740974825585,0.2743870902057053,0,0.8223221865187386,4076.98,8,0.08766145155999613,0,0.2402034770478999
S1,RawMaterial,11.26,42,7,0.038618694411946444,0.13192220842346847,1,1.1155886222440579,611.75,7,0.025675252573773066,1,0.14073893337766502
S4,Electronics,61.02,33,4,0.006117988091840654,0.9449527518223376,1,1.131921257891827,2159.39,7,0.12978699344114647,1,0.5973784760923833
S3,Office,93.9,38,3,0.03744191769022968,0.13164061587825993,1,0.9604701745895967,1612.45,1,0.038037895570947056,1,0.11164551626259628
S3,RawMaterial,69.94,35,8,0.02073126732427414,0.3507725846011295,0,1.0555820063509318,4838.59,4,0.034116859730438404,0,0.2738257881008171
S2,Electronics,84.04,36,7,0.09392070170650174,0.30486799260744624,1,1.1433444409569433,1689.03,1,0.13419510854959035,1,0.2610970060764183
S4,RawMaterial,11.2,20,4,0.06972743463759476,0.8663378969585519,1,1.15344326580362,4745.08,2,0.02691868191892105,1,0.5692923971378381
S1,Electronics,58.78,3,13,0.005083266421334865,0.41006244847857054,0,0.8426126097266404,4718.83,7,0.13184786897536116,0,0.3404195918706856
S3,Electronics,51.36,8,4,0.029298853726260645,0.12404349923436431,1,1.130995098613159,4277.35,4,0.12044599518717014,1,0.11178718422992535
S4,Electronics,54.91,40,1,0.005021596492080694,0.010261028404495387,0,0.9096973407704402,941.32,3,0.046466631124385004,1,0.014805953133178583
S4,Office,16.5,32,11,0.0830016670374786,0.7219496034745249,0,1.0909227585350973,508.98,4,0.005159562172970333,0,0.536641690767387
S2,Electronics,71.6,29,7,0.0906296401907161,0.7145010925678502,1,0.9300656613970222,4072.47,7,0.012385965532697546,1,0.5058895475979249
S3,Electronics,55.29,7,1,0.011227960583907438,0.4177836713132277,0,0.8225318682522309,4294.85,9,0.01642924016543662,0,0.26118144810596594
S3,Office,78.86,2,10,0.044029004600869615,0.1263080003123236,0,0.883948283940443,4829.82,6,0.1336198252740717,0,0.16042207299622646
S1,Office,53.68,21,10,0.09318832818364259,0.37163381257274786,0,0.9634687103308336,1482.72,5,0.06060539670562134,0,0.3223653574273129
S3,Electronics,23.44,6,4,0.014521168671467057,0.5898824509170308,0,1.096491448024417,3799.16,1,0.004879463592974148,0,0.3868572497230872
S1,Office,68.34,28,11,0.02919035906563149,0.703942941806841,1,0.8402814509249431,2835.79,9,0.08348226930835194,1,0.5096943013752226
S3,RawMaterial,25.51,48,14,0.03042746501726559,0.0782398924342762,0,1.125173649960064,1978.17,4,0.031198837591048748,1,0.1560721749657454
S2,RawMaterial,88.52,42,3,0.0030058312201998506,0.556307470614679,0,1.1987804367849642,3228.31,9,0.035268906391202844,0,0.35611480316343874
S3,Office,65.18,36,11,0.0036273234689990666,0.2761240784481376,0,1.11530305727165,2966.9,8,0.024126260237711795,1,0.24533407268101082
S1,Office,24.15,32,3,0.0952792827082913,0.6172662871336426,0,0.9894946080115525,1815.32,8,0.11430321935980758,0,0.4203721285212444
S1,Electronics,96.61,45,12,0.057109260898625405,0.6481401228647609,1,1.0272640843383785,1708.08,8,9.193407079089443e-05,0,0.4917311377027299
S2,Office,56.65,42,1,0.030664832142861788,0.9106037017747185,1,0.8024642033210698,2689.61,2,0.06584762458452677,0,0.5627045278505468
S3,Electronics,16.56,46,4,0.037867466070658454,0.41037837538895994,0,0.883709535142159,2633.16,8,0.013030674960372506,0,0.28615869362600205
S3,RawMaterial,66.41,9,14,0.07148429288450242,0.5375906601353175,1,1.159595252584018,1859.24,8,0.08285619015068302,1,0.4439996839465412
S2,Office,32.79,11,1,0.03665172035546204,0.2682151227605093,0,0.8086917610940744,1686.79,4,0.051898851924201385,0,0.17906744690580131
S3,Electronics,82.33,23,14,0.022776040309328827,0.2865570241451274,1,1.1619179811587927,4794.38,5,0.0042527371164642275,1,0.27876702657987507
S3,Electronics,83.6,11,13,0.01018373415997994,0.04603378156136251,0,0.845301043251267,4380.67,6,0.06914613467325662,0,0.12353253204195434
